世代,黒のボード,白のボード,アクション,探索時間,全探索数,実際の探索数,カットした探索数
0,34628173824,68853694464,67108864,0.2487778663635254,9876,9870,6
1,34829500416,68719476736,17179869184,0.3987901210784912,16250,16250,0
2,469762048,120259084288,4398046511104,1.31874418258667,45041,45041,0
3,4450055880704,68719476736,262144,1.1169700622558594,40278,40278,0
4,4449921662976,68853956608,1048576,2.22259259223938,78860,78847,13
5,4450056929280,68719738880,1125899906842624,2.8505003452301025,104368,104368,0
6,34763440128,1130383920070656,562949953421312,8.526540279388428,294668,294511,157
7,567382763372544,1125985873559552,8192,7.79173469543457,268689,268689,0
8,567382628106240,1125986008834048,33554432,4.521301507949829,148369,148266,103
9,567382862987264,1125985807507456,65536,3.5714383125305176,122622,122622,0
10,567382829432832,1125985841127424,288230376151711744,0.05043292045593262,1747,1736,11
11,289923658887987200,85934284800,536870912,0.49264025688171387,16129,16129,0
12,289923658418225152,86940917760,524288,3.744662284851074,134695,134650,45
13,289923658552967168,86806700032,17592186044416,9.709688186645508,322900,322900,0
14,289923624193228800,17713352482816,64,23.614298820495605,813760,813738,22
15,289923624194285632,17713351426048,2048,11.56886911392212,396102,396101,1
16,289923624058495040,17713487218688,2097152,5.205390691757202,181059,181045,14
17,289923658688766016,17678859044864,8796093022208,14.091269254684448,506893,506893,0
18,289923624329027648,26509311805440,4194304,52.80003499984741,1998206,1998206,0
19,289932489682591808,17643962435584,8388608,76.84541440010071,2940459,2940459,0
20,289932489676300352,17643977115648,8,114.97181272506714,4472394,4472394,0
21,289932524170782792,17609482633216,144115188075855872,133.7791075706482,5227703,5227703,0
22,288797758914570312,145267562814701568,72057594037927936,127.7612578868866,5132903,5132856,47
23,504970541028354120,1152374738845696,4096,44.32372570037842,1753280,1753280,0
24,504970541027829832,1152374739374080,35184372088832,112.14816689491272,4528380,4528380,0
25,505032182398462024,1125917740830720,9007199254740992,99.80569648742676,3971600,3971600,0
26,505014555852679240,10150743541354496,2305843009213693952,164.788672208786,6953882,6953882,0
27,2819864764321114184,1143544286613504,4611686018427387904,157.5769922733307,6569885,6569885,0
28,2810857565066373192,4621836761968742400,9223372036854775808,182.48390078544617,7712756,7712756,0
29,16645915620348536904,10150743541354496,137438953472,116.80689764022827,4891092,4891092,0
30,16645880366988535880,10186134340308992,4294967296,86.40025091171265,3678026,3678026,0
31,16645880371317319752,10186134306492416,131072,66.59952592849731,2777622,2777622,0
32,16645880371317057608,10186134306885632,2199023255552,79.96926641464233,3401183,3401183,0
33,16645882587520182344,10186117127016448,4503599627370496,62.19245386123657,2607397,2607397,0
34,16645873774213736520,14698530060832768,576460752303423488,51.30984163284302,2186070,2185994,76
35,17223460426424002632,13572630153990144,1024,25.096309900283813,1048108,1048108,0
36,17223460426424000584,13572630153993216,2251799813685248,35.228612422943115,1493880,1493464,416
37,17225721056690446408,13563799701232640,1099511627776,12.313069343566895,515586,515586,0
38,17225705663527657544,13580292375649280,281474976710656,25.960105419158936,1105563,1104317,1246
39,17225990454219120712,13576976660896768,1152921504606846976,8.165159940719604,338667,338667,0
40,17223738654405435464,1168750281081428992,2147483648,12.146809816360474,515013,514749,264
41,17223738656557113416,1168750281077234688,549755813888,6.969358205795288,289423,289423,0
42,17223738654409629768,1168750832980532224,16777216,9.044960737228394,381743,381609,134
43,17223738654527202376,1168750832879736832,32768,8.425654888153076,349054,349049,5
44,17223738654523008072,1168750832883963904,18014398509481984,6.392007350921631,270071,269786,285
45,17257550904819852360,1152952981096601600,8589934592,4.849408149719238,201813,201786,27
46,17257550784493659208,1152953110012729344,274877906944,2.6597628593444824,111865,111784,81
47,17257551325659538504,1152952843724756992,140737488355328,2.577453136444092,107036,106925,111
48,17257551050781631560,1153093856091019264,1073741824,0.94175124168396,39607,39468,139
49,17257551052662781000,1153093855283611648,70368744177664,0.815310001373291,33543,33433,110
50,17248508531328562248,1162206745362008064,36028797018963968,0.3894660472869873,16422,16087,335
51,17284607834799617096,1162136238909917184,16384,0.24109935760498047,10099,9997,102
52,17284607800169333832,1162136273540216832,512,0.0009520053863525391,75,38,37
53,17284607800169596488,1162136273539954688,1,0.030330657958984375,1264,1234,30
54,17284607731315639368,1162136342393911809,256,0.0002968311309814453,25,11,14
55,17284607731315705672,1162136342393845761,4,0.0008420944213867188,39,34,5
56,17284607731315704648,1162136342393846789,128,0.00011134147644042969,8,4,4
57,17284753453392577480,1161990620316974085,16,0.00012874603271484375,5,5,0
58,17284753453392577472,1161990620316974109,32,5.91278076171875e-05,3,2,1
59,17284753453392589792,1161990620316961821,2,3.266334533691406e-05,1,1,0
60,17284753453392590846,1161990620316960769,,,,,
